CoVIC ID,Isotype,Epitope Community (RBD),ADCP,mADCP,ADNP,mADNP,ADCD,ADNKA_CD107a,ADNKA_MIP-1b,FcgR2aR,FcgR3aV,FcgR2b,FcgR3b,FcRn,mFcR2b,mFcR3,mFcR4,(0.5 mg/mL) % survival,(1.5 mg/mL) % survival,IC50_WA1 (ng/mL),IC80_WA1 (ng/mL),IC50_UTMB (ng/mL),IC80_UTMB (ng/mL),IC90_UTMB (ng/mL),neut_cluster
30,IgG1,2.0,-1.1117575497937424,0.4592917024781117,-0.6135299040710396,-0.47852604709934826,-0.3791269059069358,0.26884476864803014,-0.3307365393805815,-1.329148985337451,-1.28588918606563,-1.3514202272427889,-0.8809220682033442,-1.6252909749806186,-0.5833003444706815,-3.6053678971447023,-1.0145029537752006,30.0,,-0.5321565924576336,-0.5808145920242676,-0.6524180009065998,-0.6792159026463684,-0.6818147933103786,3
32,IgG1,2.0,-1.2342324036617047,1.1200443146865338,-0.5730820547650071,0.8859374387462364,-0.2531799635766201,-0.030887179987413617,-0.9528477698091071,-1.336619652559332,-1.2864013859538752,-1.3563392797459906,-0.8807046789292801,-1.6226280300555886,-0.5835354408949773,-3.3710319695867805,-1.008647127566371,10.0,,-0.5321565924576336,-0.47886894242846256,-0.31820356044869785,-0.2485790764383192,-0.20400674158861987,1
33,IgG1,,-1.0272771471352893,-0.6357785696369926,-0.49462154781001927,1.0841669736030262,0.17158642584543343,0.0746309167121809,0.4080813457685172,-1.3183963850557492,-1.249835479632804,-1.347979833097787,-0.88060532252206,-1.614571335593829,-0.5822522980622111,-0.7721060169438028,-0.8724520775476332,,10.0,0.2360592275245236,0.12524117649007527,1.4881439977142712,1.3414731125420554,1.2283121943669926,2
34,IgG1,,1.00882019155149,2.5140638523072303,1.6692678299115244,1.3390497755795046,1.9074700653183105,0.29744585878618846,1.042466916597903,1.0592166314306792,1.0770727442880446,1.2047859335302544,1.2376983253262956,1.282291041983697,2.096855031098658,1.760391712090142,1.2992018248139465,,0.0,1.0796932547090061,2.2821330916847997,1.8242627061414358,1.877923816366537,1.872166443944048,2
36,IgG1,,1.2564146614727967,2.042922384420567,1.851898907015241,2.672154312445637,3.3133795495412732,0.2439514114656758,0.3754891727763761,1.0815234610695728,1.1081839302258243,1.2516641539175786,1.214809307016311,1.3444071636397326,2.4382076144988063,2.058521132305382,1.3758576624225813,10.0,60.0,-0.28981148388508127,-0.28055837537188927,-0.6063350574864158,-0.33324604684198306,-0.16667084043418548,1
39,IgG,2.0,0.2022577598425533,-0.7896975294791859,-0.557839975450851,0.7034603991358388,-0.06999717937089298,0.5606580534660863,0.17894909143582016,0.4725639517483412,0.56346370238978,-0.5399892738866642,-0.877348541616357,0.21814169384178966,-0.5803063823697778,-0.5038109488713609,-0.7436060423668622,40.0,,-1.1728822097601048,-1.619539207996062,-0.8637425737039235,-0.9634937406484189,-1.001346692651825,3
40,IgG,2.0,1.2163884450131475,-0.08807377387425262,0.053797993576297214,0.17119277954026302,2.0335893785489483,0.033122273657113795,0.2735293069810071,0.9424489944859904,0.9508229422896093,1.086473609018329,1.0744991088371585,0.9064577653409902,0.9788780021656208,1.5664234873833207,1.1268532676714333,0.0,,0.7396529728773991,0.6890739408814308,0.5412334945331841,0.7363154506351463,0.8345901265270527,1
42,IgG1,2.0,-0.667235604836528,-0.4913108358556824,-0.625772015856175,-0.35231146571469035,0.08883661106916252,0.17879624266436903,-0.6224107271299668,-1.3163087383659273,-1.2852333370031483,-1.3463682633642327,-0.8804819928443332,-1.6234954754886273,-0.5807555545291592,-0.9998898234166588,-0.939486819056092,10.0,0.0,0.1481921424192716,0.12524117649007527,0.7485281927839728,0.8276841089916951,0.8565395215849879,1
43,IgG4,2.0,0.8317703946606332,0.56209689747193,-0.34519045214149063,0.374572610272072,3.5215882167788264,0.05832526996681899,0.9125531200095305,0.3484006052791962,0.17277864157405032,0.3907086367294237,0.20180892513961066,-1.0621077811675015,-0.4808393785662164,0.4181053710313154,0.31643788872398987,0.0,10.0,0.12228176515486218,0.0011402424646747519,0.9352564507109525,0.8826944658743721,0.8360895983509554,1
44,IgG1,2.0,0.9478281586708064,0.7344306231578701,0.163249886361777,-0.4918927395401464,0.7423732764254671,0.2268904994707371,-0.4884833346312606,0.8318694620414474,0.7548809103551587,0.9615347624855259,0.8076354514070958,0.4019227083767244,-0.0961096321026854,0.7148712631590162,0.6713538272199588,,30.0,-0.21179378461145096,-0.17234054236357524,0.4947729925400302,0.579639863649846,0.6146990130803833,1
